State,City,Order_Date,Restaurant_Name,Location,Category,Dish_Name,Price_INR,Rating,Rating_Count
Telangana,Hyderabad,11-03-2025,Biryani House,Banjara Hills,Chinese,Fried Rice,499,3.6,3467
Karnataka,Bengaluru,22-04-2025,Pizza Hut,North,North Indian,Dal Makhani,299,3.7,2299
Rajasthan,Udaipur,14-02-2024,Burger King,Sector 18,Dessert,Gulab Jamun,599,3.8,263
Maharashtra,Mumbai,20-10-2025,KFC,Andheri,Chinese,Hakka Noodles,349,4.8,1924
West Bengal,Kolkata,02-07-2025,Cafe Aroma,Andheri,North Indian,Naan,149,4.2,1257
Rajasthan,Jaipur,21-12-2024,Domino's,South,North Indian,Naan,249,3.7,1687
Uttar Pradesh,Noida,23-08-2025,KFC,North,South Indian,Masala Dosa,499,4.2,1708
Tamil Nadu,Chennai,02-04-2024,Subway,Koramangala,Burger,Veg Burger,699,4.5,2231
Tamil Nadu,Madurai,23-10-2025,Pizza Hut,Koramangala,Chinese,Fried Rice,699,4,3578
Telangana,Warangal,18-11-2025,Cafe Aroma,North,Burger,Veg Burger,699,4.1,3105
Gujarat,Ahmedabad,23-06-2024,Biryani House,Koramangala,Burger,Aloo Tikki Burger,249,3.8,2928
West Bengal,Siliguri,15-09-2024,Royal Kitchen,East,Burger,Aloo Tikki Burger,599,3.6,3750
West Bengal,Kolkata,26-07-2025,Burger King,East,Chinese,Hakka Noodles,249,3.7,4368
Telangana,Hyderabad,22-09-2024,Royal Kitchen,Central,Chinese,Hakka Noodles,149,4.9,1327
West Bengal,Kolkata,13-07-2024,Cafe Aroma,Andheri,Beverages,Mango Shake,399,3.6,1445
Delhi,New Delhi,10-09-2024,Biryani House,MG Road,Burger,Aloo Tikki Burger,249,3.6,4407
Tamil Nadu,Chennai,04-01-2024,Domino's,Banjara Hills,Dessert,Brownie,199,4,3046
Uttar Pradesh,Lucknow,29-01-2024,Royal Kitchen,North,Beverages,Mango Shake,499,4.5,3572
West Bengal,Siliguri,22-09-2025,Food Junction,North,Pizza,Pepper Paneer,149,4.6,3902
Tamil Nadu,Coimbatore,14-11-2024,KFC,South,Burger,Veg Burger,399,4.9,2228
West Bengal,Siliguri,02-10-2024,Tandoori Treat,Banjara Hills,Beverages,Mango Shake,699,4.7,2443
Uttar Pradesh,Kanpur,02-10-2025,KFC,Sector 18,North Indian,Naan,399,4.5,2140
West Bengal,Siliguri,15-01-2025,Burger King,Andheri,Burger,Cheese Burger,699,4.4,4939
West Bengal,Kolkata,20-11-2025,Subway,North,North Indian,Paneer Butter Masala,499,3.7,1266
Karnataka,Bengaluru,15-05-2024,KFC,East,South Indian,Idli,499,4.3,3092
West Bengal,Kolkata,21-04-2025,Spice Hub,South,Dessert,Gulab Jamun,699,3.8,4324
Uttar Pradesh,Noida,23-07-2025,Cafe Aroma,MG Road,Biryani,Hyderabadi Biryani,199,3.7,955
Delhi,New Delhi,19-06-2025,KFC,Koramangala,North Indian,Dal Makhani,599,4.5,1820
Tamil Nadu,Madurai,03-02-2024,Roll Nation,Andheri,Chinese,Manchurian,199,4.8,733
Gujarat,Vadodara,26-01-2025,Biryani House,Koramangala,Chinese,Hakka Noodles,199,4.5,1014
Maharashtra,Nagpur,11-02-2024,Pizza Hut,Central,Pizza,Pepper Paneer,249,4.7,4073
West Bengal,Siliguri,23-05-2025,Food Junction,South,Pizza,Margherita,349,4.5,1666
Gujarat,Vadodara,24-02-2024,Biryani House,Banjara Hills,Chinese,Hakka Noodles,149,4.1,4882
Uttar Pradesh,Kanpur,28-12-2024,Food Junction,Central,South Indian,Idli,249,3.8,1729
Gujarat,Vadodara,11-08-2025,Food Junction,West,Beverages,Lassi,499,4.9,1584
Madhya Pradesh,Indore,21-01-2024,KFC,East,Beverages,Lassi,299,4.2,1156
Tamil Nadu,Madurai,09-11-2025,Pizza Hut,Andheri,Beverages,Lassi,149,4.8,4302
Gujarat,Vadodara,29-10-2024,Biryani House,Koramangala,Beverages,Lassi,149,4.4,3340
Telangana,Warangal,25-11-2024,Roll Nation,East,Dessert,Brownie,99,4.1,195
Madhya Pradesh,Indore,03-02-2025,Roll Nation,Koramangala,Beverages,Mango Shake,349,3.8,4317
Delhi,New Delhi,30-10-2024,Food Junction,MG Road,Biryani,Hyderabadi Biryani,399,4.3,2408
Gujarat,Vadodara,10-09-2025,Subway,MG Road,Burger,Veg Burger,99,4.3,1252
Gujarat,Surat,11-10-2025,KFC,West,Dessert,Gulab Jamun,349,4.6,2044
West Bengal,Siliguri,18-07-2025,Cafe Aroma,MG Road,Burger,Cheese Burger,399,4.9,3071
Gujarat,Vadodara,27-12-2025,Food Junction,Koramangala,Biryani,Paneer Biryani,499,5,1277
Gujarat,Vadodara,24-04-2024,Food Junction,Banjara Hills,Dessert,Brownie,149,4.3,268
Rajasthan,Jaipur,30-04-2024,Tandoori Treat,East,South Indian,Masala Dosa,199,4.6,620
Karnataka,Mysuru,21-02-2024,Tandoori Treat,South,South Indian,Masala Dosa,349,4.3,4729
West Bengal,Kolkata,20-01-2025,Biryani House,South,Biryani,Veg Biryani,599,3.9,2679
Madhya Pradesh,Indore,30-11-2024,Spice Hub,East,Beverages,Cold Coffee,249,3.9,4627
Maharashtra,Nagpur,16-10-2024,Domino's,Andheri,Biryani,Veg Biryani,699,3.6,3576
Tamil Nadu,Chennai,20-04-2025,Roll Nation,Central,Dessert,Brownie,399,4,1257
West Bengal,Siliguri,02-12-2025,Burger King,West,Chinese,Fried Rice,699,3.9,2750
Rajasthan,Udaipur,02-03-2024,Domino's,Central,Beverages,Mango Shake,99,4.6,651
Gujarat,Vadodara,08-03-2024,Pizza Hut,South,Burger,Aloo Tikki Burger,349,4.9,627
Gujarat,Surat,06-07-2024,Tandoori Treat,Banjara Hills,Pizza,Pepper Paneer,399,3.6,2931
Madhya Pradesh,Bhopal,19-12-2024,Roll Nation,South,South Indian,Idli,349,3.9,2511
Gujarat,Vadodara,09-12-2025,Tandoori Treat,South,Burger,Aloo Tikki Burger,349,4.3,2783
West Bengal,Siliguri,04-04-2024,Food Junction,Banjara Hills,Burger,Aloo Tikki Burger,99,3.7,2401
Rajasthan,Udaipur,12-10-2024,Royal Kitchen,Banjara Hills,Chinese,Fried Rice,99,4.6,2552
Maharashtra,Nagpur,12-04-2024,Cafe Aroma,North,Beverages,Lassi,299,4.3,1844
Madhya Pradesh,Indore,16-10-2024,Royal Kitchen,Central,Chinese,Hakka Noodles,399,3.9,818
Rajasthan,Udaipur,22-01-2025,Cafe Aroma,Sector 18,South Indian,Vada,149,3.6,3518
Tamil Nadu,Madurai,07-04-2024,Roll Nation,MG Road,Pizza,Pepper Paneer,499,4.4,1679
Madhya Pradesh,Bhopal,04-09-2024,Food Junction,North,Chinese,Hakka Noodles,249,4.7,2806
Madhya Pradesh,Indore,22-04-2024,Pizza Hut,West,Burger,Cheese Burger,149,5,3572
Maharashtra,Mumbai,28-10-2025,Pizza Hut,North,Chinese,Fried Rice,149,4.1,215
Rajasthan,Udaipur,07-08-2025,KFC,West,Dessert,Gulab Jamun,199,3.5,220
Gujarat,Surat,10-08-2025,Spice Hub,Andheri,Burger,Aloo Tikki Burger,149,4.5,4252
Tamil Nadu,Coimbatore,27-05-2024,KFC,Sector 18,Biryani,Veg Biryani,399,4.7,4756
Rajasthan,Udaipur,23-02-2024,Tandoori Treat,Koramangala,Pizza,Pepper Paneer,299,3.8,1309
Maharashtra,Pune,02-06-2024,KFC,Sector 18,Biryani,Veg Biryani,249,4.8,2083
Karnataka,Bengaluru,10-06-2025,Spice Hub,South,South Indian,Idli,499,4.6,1457
West Bengal,Kolkata,20-03-2025,Cafe Aroma,Central,Dessert,Gulab Jamun,299,3.7,576
Telangana,Hyderabad,28-02-2025,Biryani House,East,Chinese,Manchurian,699,3.7,138
Delhi,New Delhi,16-03-2024,Subway,West,Dessert,Gulab Jamun,599,4.8,3608
Karnataka,Bengaluru,07-12-2024,Burger King,East,Burger,Cheese Burger,99,5,1563
Gujarat,Ahmedabad,20-12-2024,Biryani House,MG Road,South Indian,Masala Dosa,399,4.4,1398
Uttar Pradesh,Lucknow,04-09-2025,Biryani House,North,Pizza,Pepper Paneer,99,3.9,414
Rajasthan,Jaipur,30-12-2024,Royal Kitchen,Sector 18,South Indian,Masala Dosa,99,4.8,4385
Uttar Pradesh,Lucknow,18-05-2024,Food Junction,West,North Indian,Paneer Butter Masala,399,4.3,1974
Karnataka,Mangalore,19-05-2024,Pizza Hut,North,Biryani,Paneer Biryani,149,4.4,1151
Uttar Pradesh,Noida,17-07-2024,Biryani House,Andheri,Beverages,Cold Coffee,99,4.6,3228
West Bengal,Siliguri,26-04-2025,Burger King,Central,Beverages,Cold Coffee,349,3.9,1169
Delhi,New Delhi,26-08-2025,Food Junction,Sector 18,Dessert,Brownie,249,4.9,2085
Tamil Nadu,Chennai,16-10-2025,Subway,Central,North Indian,Naan,149,4.5,338
Telangana,Warangal,04-09-2024,Roll Nation,Andheri,Chinese,Fried Rice,249,4.9,2363
Karnataka,Bengaluru,26-05-2024,Biryani House,Banjara Hills,Pizza,Veg Farmhouse,499,4.7,1283
Uttar Pradesh,Noida,26-10-2024,KFC,Banjara Hills,North Indian,Paneer Butter Masala,499,4.3,1347
Tamil Nadu,Coimbatore,02-04-2024,Spice Hub,West,Dessert,Gulab Jamun,99,4.8,175
Maharashtra,Mumbai,11-06-2024,Burger King,West,North Indian,Dal Makhani,699,4.5,2402
Gujarat,Vadodara,22-07-2025,Burger King,South,Biryani,Hyderabadi Biryani,599,4.6,3302
Gujarat,Ahmedabad,15-11-2025,Spice Hub,East,Pizza,Veg Farmhouse,149,4.2,4219
Gujarat,Ahmedabad,10-07-2025,Spice Hub,Central,Chinese,Manchurian,599,4.1,1840
Delhi,New Delhi,18-06-2025,KFC,MG Road,North Indian,Naan,299,4.4,972
Karnataka,Mangalore,05-11-2024,KFC,South,Dessert,Gulab Jamun,299,4.5,922
Telangana,Hyderabad,14-07-2024,Pizza Hut,Banjara Hills,Chinese,Manchurian,99,3.9,4337
Tamil Nadu,Chennai,23-04-2025,Cafe Aroma,Andheri,Biryani,Hyderabadi Biryani,249,3.6,2327
West Bengal,Kolkata,25-04-2025,Food Junction,North,Pizza,Veg Farmhouse,599,4.1,741
Rajasthan,Jaipur,23-10-2025,Spice Hub,South,North Indian,Dal Makhani,599,4,2266
Rajasthan,Jaipur,16-05-2025,Biryani House,Banjara Hills,Burger,Veg Burger,599,4.2,2767
Gujarat,Surat,09-06-2024,Tandoori Treat,MG Road,Chinese,Hakka Noodles,299,4.8,4542
Tamil Nadu,Chennai,09-12-2024,Royal Kitchen,Central,North Indian,Naan,599,3.6,3487
Uttar Pradesh,Noida,01-01-2025,Pizza Hut,Banjara Hills,Biryani,Hyderabadi Biryani,499,4.4,2441
Maharashtra,Nagpur,09-12-2025,Food Junction,North,Pizza,Veg Farmhouse,399,4.4,1182
Karnataka,Bengaluru,25-05-2025,Food Junction,Central,North Indian,Naan,149,4.7,4914
Gujarat,Surat,26-02-2024,Biryani House,West,Dessert,Ice Cream,299,4.9,2767
Telangana,Hyderabad,05-05-2025,Subway,West,Dessert,Gulab Jamun,199,3.9,3990
Madhya Pradesh,Bhopal,01-09-2025,Royal Kitchen,Andheri,Pizza,Veg Farmhouse,349,3.9,1779
Rajasthan,Udaipur,25-09-2025,Biryani House,South,Chinese,Hakka Noodles,699,4.9,1751
Rajasthan,Jaipur,30-09-2025,Subway,Sector 18,Chinese,Fried Rice,99,4.4,1286
Tamil Nadu,Coimbatore,01-02-2024,Food Junction,East,Biryani,Hyderabadi Biryani,299,4.8,3766
Uttar Pradesh,Noida,16-04-2025,Tandoori Treat,North,North Indian,Paneer Butter Masala,149,5,646
Tamil Nadu,Chennai,25-11-2025,Tandoori Treat,South,South Indian,Vada,699,3.9,3252
Tamil Nadu,Chennai,09-11-2025,Food Junction,North,Beverages,Mango Shake,249,3.9,897
Uttar Pradesh,Noida,03-07-2025,Domino's,Central,Chinese,Manchurian,249,4.2,2882
Uttar Pradesh,Kanpur,25-01-2025,Cafe Aroma,Koramangala,Dessert,Gulab Jamun,699,3.7,4774
Maharashtra,Mumbai,18-02-2024,KFC,Andheri,Chinese,Manchurian,99,3.8,2665
Gujarat,Vadodara,06-02-2024,Tandoori Treat,Central,Biryani,Hyderabadi Biryani,349,4.3,1405
Maharashtra,Mumbai,02-03-2025,Tandoori Treat,Andheri,Burger,Veg Burger,249,4,2139
Telangana,Warangal,04-10-2024,Spice Hub,Sector 18,Beverages,Lassi,149,4.4,3064
West Bengal,Siliguri,18-06-2024,Pizza Hut,Central,Burger,Cheese Burger,699,4.2,1471
Rajasthan,Udaipur,28-04-2025,Biryani House,South,South Indian,Idli,99,4.1,1620
Karnataka,Bengaluru,23-02-2025,Food Junction,Banjara Hills,North Indian,Naan,99,4.7,907
Delhi,New Delhi,12-03-2025,Biryani House,North,Biryani,Hyderabadi Biryani,699,4.2,2427
Delhi,New Delhi,08-02-2024,Food Junction,MG Road,Beverages,Cold Coffee,249,4.9,2063
Delhi,New Delhi,27-01-2025,Burger King,Banjara Hills,Burger,Cheese Burger,249,4.3,600
Delhi,New Delhi,24-02-2024,Subway,East,Burger,Cheese Burger,599,4.2,507
West Bengal,Siliguri,24-08-2025,Biryani House,Sector 18,Burger,Cheese Burger,499,3.9,606
Karnataka,Bengaluru,19-08-2024,Cafe Aroma,West,Chinese,Manchurian,299,3.5,547
Gujarat,Ahmedabad,22-09-2024,Royal Kitchen,Central,Pizza,Margherita,599,4.6,277
Uttar Pradesh,Kanpur,12-02-2025,Cafe Aroma,North,Pizza,Pepper Paneer,349,3.5,4829
Delhi,New Delhi,09-01-2025,Biryani House,North,Dessert,Ice Cream,99,4.5,3145
Delhi,New Delhi,03-12-2024,Burger King,Banjara Hills,South Indian,Masala Dosa,149,4.7,3672
Rajasthan,Jaipur,23-03-2024,Cafe Aroma,West,Beverages,Lassi,699,4.9,3601
Madhya Pradesh,Bhopal,12-12-2024,Spice Hub,West,Beverages,Mango Shake,349,4.2,1171
Telangana,Hyderabad,21-07-2024,Biryani House,Koramangala,Beverages,Mango Shake,499,4.6,2212
Gujarat,Ahmedabad,26-04-2025,Biryani House,North,North Indian,Paneer Butter Masala,99,3.8,221
Maharashtra,Mumbai,23-04-2024,Spice Hub,Andheri,Biryani,Paneer Biryani,99,3.8,4283
West Bengal,Siliguri,29-07-2024,Subway,MG Road,Pizza,Veg Farmhouse,199,4.4,3812
Maharashtra,Nagpur,21-02-2025,Food Junction,Banjara Hills,Chinese,Manchurian,599,4,4255
Gujarat,Ahmedabad,10-08-2024,Roll Nation,Andheri,Beverages,Cold Coffee,199,3.5,3352
Karnataka,Mangalore,14-06-2025,Tandoori Treat,MG Road,Dessert,Brownie,199,4.5,4532
Delhi,New Delhi,05-07-2025,Spice Hub,Banjara Hills,North Indian,Paneer Butter Masala,199,3.8,1589
Delhi,New Delhi,03-03-2024,Royal Kitchen,North,Burger,Cheese Burger,349,4.4,2032
Uttar Pradesh,Noida,23-09-2025,Subway,Andheri,Burger,Cheese Burger,99,4.4,2327
Madhya Pradesh,Bhopal,05-01-2024,KFC,North,Dessert,Gulab Jamun,249,4.8,516
Uttar Pradesh,Lucknow,06-07-2024,Cafe Aroma,Banjara Hills,North Indian,Dal Makhani,349,3.7,434
Madhya Pradesh,Bhopal,15-03-2024,Food Junction,Central,Biryani,Hyderabadi Biryani,249,3.9,1214
Tamil Nadu,Coimbatore,05-04-2024,Burger King,East,Dessert,Brownie,599,4.8,4809
Tamil Nadu,Madurai,24-04-2025,Domino's,Banjara Hills,North Indian,Dal Makhani,299,4.8,4435
Madhya Pradesh,Bhopal,09-07-2025,Subway,East,Chinese,Fried Rice,249,4.3,4958
Gujarat,Ahmedabad,03-07-2025,Subway,South,Burger,Cheese Burger,199,4.6,857
Karnataka,Mysuru,03-05-2025,KFC,East,North Indian,Paneer Butter Masala,399,4.1,4515
Delhi,New Delhi,15-05-2025,Roll Nation,MG Road,Dessert,Brownie,349,4.5,854
Karnataka,Bengaluru,11-04-2024,Domino's,North,North Indian,Dal Makhani,99,4.9,1441
Maharashtra,Mumbai,12-08-2024,Royal Kitchen,Andheri,Burger,Veg Burger,199,4.7,2325
Telangana,Hyderabad,12-05-2025,Spice Hub,MG Road,Biryani,Veg Biryani,149,4.4,4074
Maharashtra,Pune,21-09-2025,Domino's,Andheri,Dessert,Ice Cream,149,3.8,846
Maharashtra,Pune,06-04-2024,Biryani House,Banjara Hills,Chinese,Manchurian,99,5,1411
Uttar Pradesh,Lucknow,13-11-2025,Spice Hub,Banjara Hills,Biryani,Paneer Biryani,299,4.7,4685
Delhi,New Delhi,12-06-2025,Biryani House,Koramangala,South Indian,Masala Dosa,299,4,485
West Bengal,Kolkata,22-12-2025,Royal Kitchen,East,Dessert,Brownie,499,3.6,3190
Delhi,New Delhi,30-07-2024,Pizza Hut,Andheri,North Indian,Naan,199,5,1711
Delhi,New Delhi,15-02-2024,Tandoori Treat,Central,Beverages,Lassi,599,3.8,1842
Gujarat,Surat,10-05-2024,Spice Hub,MG Road,Chinese,Manchurian,599,4.5,404
West Bengal,Siliguri,22-09-2024,Cafe Aroma,West,Dessert,Brownie,349,3.9,3190
West Bengal,Siliguri,18-12-2024,Royal Kitchen,North,Burger,Aloo Tikki Burger,399,4.9,3824
Karnataka,Mangalore,21-02-2025,Roll Nation,Central,Biryani,Paneer Biryani,149,4,2193
Maharashtra,Pune,09-11-2025,Biryani House,MG Road,Biryani,Paneer Biryani,599,4.9,4108
Uttar Pradesh,Noida,30-03-2024,Food Junction,Andheri,Chinese,Manchurian,149,3.6,4660
Maharashtra,Mumbai,29-09-2024,Food Junction,MG Road,Dessert,Brownie,199,4.9,4687
Delhi,New Delhi,16-11-2024,Food Junction,Sector 18,Pizza,Pepper Paneer,599,4.1,4414
Tamil Nadu,Coimbatore,15-02-2025,Pizza Hut,West,South Indian,Idli,699,4.7,4913
Delhi,New Delhi,21-09-2025,Domino's,MG Road,Beverages,Cold Coffee,249,4.8,4789
West Bengal,Siliguri,08-04-2024,Roll Nation,Central,Biryani,Paneer Biryani,499,4.9,2502
Rajasthan,Udaipur,17-10-2025,Food Junction,North,Beverages,Mango Shake,499,4.7,977
Gujarat,Surat,18-03-2025,KFC,Sector 18,Burger,Aloo Tikki Burger,99,4.3,822
Delhi,New Delhi,07-01-2024,Domino's,West,Pizza,Veg Farmhouse,499,3.9,1972
Madhya Pradesh,Indore,16-07-2024,Spice Hub,Sector 18,Biryani,Veg Biryani,499,3.8,1132
Rajasthan,Jaipur,02-09-2025,Burger King,West,North Indian,Naan,99,4.3,248
Madhya Pradesh,Bhopal,25-09-2024,Biryani House,South,South Indian,Idli,599,4.8,948
Rajasthan,Jaipur,20-05-2025,Cafe Aroma,West,Beverages,Mango Shake,499,4.5,4301
Tamil Nadu,Chennai,31-12-2025,Tandoori Treat,West,Chinese,Manchurian,149,4.5,4725
Telangana,Hyderabad,08-03-2024,Tandoori Treat,West,Dessert,Brownie,599,4.3,4618
Tamil Nadu,Coimbatore,21-01-2025,Domino's,Sector 18,Pizza,Pepper Paneer,199,4.9,2517
Rajasthan,Udaipur,15-03-2025,Royal Kitchen,Sector 18,Beverages,Lassi,599,3.7,4823
Delhi,New Delhi,11-07-2025,Domino's,South,Pizza,Pepper Paneer,699,3.9,3891
Uttar Pradesh,Lucknow,18-04-2025,Cafe Aroma,Sector 18,North Indian,Dal Makhani,149,4.3,4701
West Bengal,Siliguri,26-02-2024,KFC,Sector 18,North Indian,Dal Makhani,399,3.5,1280
West Bengal,Siliguri,24-08-2025,KFC,Sector 18,Biryani,Hyderabadi Biryani,599,4.9,2654
Madhya Pradesh,Indore,02-01-2024,Pizza Hut,Andheri,Dessert,Brownie,399,4.7,1669
Gujarat,Ahmedabad,05-09-2024,Royal Kitchen,MG Road,Biryani,Veg Biryani,199,4.2,238
Rajasthan,Jaipur,19-07-2024,Royal Kitchen,Koramangala,Dessert,Ice Cream,249,4.9,4599
Madhya Pradesh,Indore,19-04-2025,Domino's,Banjara Hills,Biryani,Veg Biryani,599,4.2,4131
West Bengal,Siliguri,05-02-2025,Tandoori Treat,West,Pizza,Margherita,349,4.1,854
Rajasthan,Jaipur,01-01-2024,Subway,Andheri,Biryani,Hyderabadi Biryani,99,4.9,3138
Rajasthan,Jaipur,05-11-2024,Roll Nation,Central,Chinese,Hakka Noodles,699,4.1,3343
Karnataka,Mangalore,19-08-2024,Spice Hub,West,Burger,Aloo Tikki Burger,249,4.6,1189
Maharashtra,Nagpur,29-08-2025,Pizza Hut,North,South Indian,Idli,399,4,3476
Delhi,New Delhi,02-05-2025,Subway,MG Road,Biryani,Veg Biryani,199,3.7,4226
Rajasthan,Udaipur,25-06-2025,Biryani House,Banjara Hills,Biryani,Paneer Biryani,599,4.9,2568
Maharashtra,Pune,11-05-2024,Subway,West,Pizza,Veg Farmhouse,399,4,4006
Rajasthan,Jaipur,11-01-2025,Food Junction,North,North Indian,Paneer Butter Masala,199,4.8,4246
Tamil Nadu,Madurai,26-08-2024,Tandoori Treat,North,Beverages,Lassi,299,4,3308
Karnataka,Bengaluru,27-01-2024,Roll Nation,Banjara Hills,Dessert,Brownie,299,4.3,3785
Rajasthan,Udaipur,30-06-2025,Food Junction,East,South Indian,Idli,599,4.5,4600
Karnataka,Mangalore,10-04-2024,Subway,South,Pizza,Pepper Paneer,99,4.5,4581
Delhi,New Delhi,23-10-2024,Domino's,Andheri,Biryani,Veg Biryani,299,4.9,1834
Rajasthan,Jaipur,29-12-2025,Biryani House,West,Biryani,Paneer Biryani,249,3.9,91
Rajasthan,Udaipur,28-05-2024,Roll Nation,South,Biryani,Veg Biryani,299,5,3303
Karnataka,Bengaluru,28-04-2024,Spice Hub,South,North Indian,Dal Makhani,699,4.2,143
Delhi,New Delhi,12-09-2025,Roll Nation,Central,Beverages,Lassi,349,4.6,2753
Delhi,New Delhi,12-04-2024,Food Junction,East,North Indian,Naan,199,3.7,4811
Gujarat,Ahmedabad,30-01-2024,Subway,West,South Indian,Masala Dosa,99,3.9,4513
Rajasthan,Udaipur,23-08-2025,Domino's,Central,South Indian,Idli,249,4.7,4572
Karnataka,Mangalore,13-01-2025,Royal Kitchen,North,Pizza,Veg Farmhouse,149,3.9,4832
Madhya Pradesh,Indore,27-07-2025,Burger King,Banjara Hills,Pizza,Margherita,699,3.6,3401
Maharashtra,Mumbai,13-06-2025,Roll Nation,South,Burger,Veg Burger,249,4.5,4273
Delhi,New Delhi,03-02-2025,Royal Kitchen,North,Chinese,Fried Rice,499,3.9,190
Tamil Nadu,Madurai,28-07-2024,Biryani House,South,Dessert,Brownie,499,4.6,4515
West Bengal,Kolkata,17-06-2024,Tandoori Treat,North,Chinese,Manchurian,399,3.9,634
Delhi,New Delhi,19-07-2025,Burger King,Central,Biryani,Paneer Biryani,399,3.8,2005
Delhi,New Delhi,19-01-2024,Burger King,East,North Indian,Naan,249,3.8,90
Telangana,Warangal,06-07-2024,Roll Nation,Sector 18,Burger,Veg Burger,349,5,1832
Karnataka,Mysuru,30-09-2024,Tandoori Treat,Koramangala,South Indian,Vada,699,4.8,4745
Maharashtra,Mumbai,22-12-2025,Food Junction,West,North Indian,Paneer Butter Masala,199,4.6,118
Maharashtra,Nagpur,18-05-2025,Roll Nation,Banjara Hills,Beverages,Lassi,399,3.6,1190
West Bengal,Siliguri,13-12-2024,Domino's,MG Road,Dessert,Brownie,99,4.7,3051
Maharashtra,Pune,20-08-2024,Cafe Aroma,East,Dessert,Brownie,199,3.8,1716
West Bengal,Siliguri,29-07-2025,Tandoori Treat,MG Road,Chinese,Hakka Noodles,699,4.5,4762
Karnataka,Bengaluru,09-11-2025,Royal Kitchen,Koramangala,Chinese,Hakka Noodles,249,4.5,4107
Gujarat,Surat,30-05-2025,Spice Hub,Banjara Hills,Chinese,Manchurian,399,4.3,358
Rajasthan,Udaipur,04-06-2024,Food Junction,Banjara Hills,South Indian,Vada,349,3.8,982
West Bengal,Kolkata,17-10-2024,Tandoori Treat,MG Road,Pizza,Margherita,399,4.6,1649
Madhya Pradesh,Bhopal,17-05-2025,Burger King,Sector 18,Biryani,Hyderabadi Biryani,399,4.6,3018
Uttar Pradesh,Kanpur,08-09-2024,Burger King,Koramangala,Pizza,Pepper Paneer,349,4.4,2918
West Bengal,Kolkata,21-03-2025,Subway,Sector 18,Burger,Veg Burger,149,3.6,1039
West Bengal,Kolkata,11-10-2024,Pizza Hut,West,Burger,Aloo Tikki Burger,599,4.5,3357
Gujarat,Surat,11-12-2024,Roll Nation,East,Beverages,Cold Coffee,99,4.2,447
Uttar Pradesh,Lucknow,03-08-2025,Pizza Hut,Koramangala,Pizza,Veg Farmhouse,149,4,3585
Gujarat,Vadodara,30-06-2024,Domino's,Koramangala,Chinese,Manchurian,599,3.9,2481
Uttar Pradesh,Lucknow,27-12-2025,Domino's,Koramangala,Burger,Veg Burger,99,4.5,2648
Tamil Nadu,Madurai,20-12-2024,Burger King,South,Chinese,Hakka Noodles,299,4.6,627
Karnataka,Mysuru,03-12-2024,Royal Kitchen,Banjara Hills,Beverages,Lassi,299,4.2,3825
Rajasthan,Udaipur,12-11-2024,Burger King,North,South Indian,Vada,299,3.5,2250
West Bengal,Siliguri,14-10-2024,Roll Nation,North,Chinese,Manchurian,399,4.3,687
Telangana,Warangal,02-07-2024,Royal Kitchen,MG Road,Dessert,Brownie,399,4.3,787
Madhya Pradesh,Bhopal,15-02-2025,Royal Kitchen,North,South Indian,Idli,99,4.8,4818
Delhi,New Delhi,13-02-2024,Pizza Hut,East,Dessert,Ice Cream,149,4.8,3555
Gujarat,Surat,03-07-2025,Roll Nation,West,Burger,Veg Burger,149,4.9,4338
Karnataka,Bengaluru,26-11-2025,Biryani House,MG Road,Biryani,Paneer Biryani,599,4.2,2704
Telangana,Warangal,30-10-2025,Roll Nation,South,Pizza,Pepper Paneer,699,4.2,576
Karnataka,Mangalore,02-10-2024,Burger King,Koramangala,Pizza,Veg Farmhouse,249,4.5,4788
West Bengal,Kolkata,17-11-2025,Food Junction,West,South Indian,Idli,199,4.9,239
Delhi,New Delhi,14-01-2025,Cafe Aroma,Koramangala,Burger,Aloo Tikki Burger,399,4.9,3443
Rajasthan,Udaipur,21-07-2025,Roll Nation,Koramangala,Dessert,Brownie,399,4.6,3409
Rajasthan,Udaipur,23-07-2025,Roll Nation,North,Burger,Aloo Tikki Burger,599,3.7,154
Karnataka,Bengaluru,17-03-2025,Domino's,Sector 18,South Indian,Idli,249,5,1107
West Bengal,Siliguri,04-02-2025,Cafe Aroma,East,North Indian,Naan,499,4,2079
Maharashtra,Mumbai,19-12-2024,Spice Hub,Central,North Indian,Naan,199,4.3,926
West Bengal,Kolkata,22-02-2025,Burger King,MG Road,Biryani,Veg Biryani,499,4,1904
Maharashtra,Nagpur,17-11-2025,Biryani House,South,Biryani,Hyderabadi Biryani,149,4.9,2584
Rajasthan,Jaipur,07-07-2025,KFC,South,Beverages,Mango Shake,699,4.1,4118
Telangana,Hyderabad,14-12-2025,Roll Nation,South,Burger,Cheese Burger,699,4.3,2100
Rajasthan,Jaipur,19-09-2024,Subway,Banjara Hills,Pizza,Veg Farmhouse,399,4.3,3507
Karnataka,Mangalore,08-05-2024,Pizza Hut,Central,South Indian,Idli,599,3.5,2099
Rajasthan,Udaipur,05-06-2025,Domino's,Banjara Hills,South Indian,Idli,599,3.5,375
Karnataka,Bengaluru,18-03-2024,Subway,North,South Indian,Masala Dosa,199,4.1,992
